,kingdom,phylum,class,order,family,scientificname,locality,month,year,taxonkey
61891,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,EMILIA SONCHIFOLIA (L.) DC.,SUMAPAZ,11.0,2002.0,5401598
62326,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,ENTODONTACEAE,"ENTODON JAMESONII MITTEN, 1869",TAMA,1.0,1999.0,5283837
62404,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,ASPARAGALES,ORCHIDACEAE,ELLEANTHUS C.PRESL,TAMA,11.0,1998.0,8236864
64303,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,ELEUTHERODACTYLIDAE,"ELEUTHERODACTYLUS DUMA©RIL & BIBRON, 1841",TAMA,1.0,1997.0,2424035
67422,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,"ELEUTHERODACTYLUS NERVICUS LYNCH, 1994",CHINGAZA,2.0,2002.0,2425393
70120,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,ELEOCHARIS ACICULARIS (L.) ROEM. & SCHULT.,CHINGAZA,11.0,2002.0,2717570
70121,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,ELEOCHARIS ACICULARIS (L.) ROEM. & SCHULT.,CHINGAZA,11.0,2002.0,2717570
70124,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,ELEOCHARIS ACICULARIS (L.) ROEM. & SCHULT.,CHINGAZA,4.0,2003.0,2717570
70133,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,ELEOCHARIS ACICULARIS (L.) ROEM. & SCHULT.,CHINGAZA,4.0,2003.0,2717570
70166,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,ELEOCHARIS STENOCARPA SVENSON,CHINGAZA,4.0,2003.0,2717165
70210,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,ELEOCHARIS R.BR.,IGUAQUE,12.0,2006.0,2716791
70226,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,ELEOCHARIS R.BR.,SUMAPAZ,1.0,2006.0,2716791
70476,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,LOMARIOPSIDACEAE,LOMARIOPSIDACEAE,UTRIA,6.0,2003.0,3229422
71050,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,STRABOMANTIDAE,"ELEUTHERODACTYLUS BOGOTENSIS (PETERS, 1863)",CHINGAZA,2.0,2002.0,2425021
71195,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE,ELAPHOGLOSSUM HERMINIERI (BORY & FA©E) T.MOORE,UTRIA,6.0,2003.0,8593158
71333,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,POLYPODIALES,DRYOPTERIDACEAE,ELAPHOGLOSSUM MINUTUM (POHL) T.MOORE,PURACE,2.0,2006.0,8704582
71685,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,AMBLYSTEGIACEAE,"DREPANOCLADUS SORDIDUS HEDENA¤S, 1998",IGUAQUE,6.0,2005.0,5283610
71754,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"ECTROPOTHECIUM LEPTOCHAETON W.R.BUCK, 1983",IGUAQUE,6.0,2005.0,2682237
71940,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CANELLALES,WINTERACEAE,DRIMYS FORST.,IGUAQUE,7.0,2006.0,3153974
72205,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,DUMORTIERACEAE,DUMORTIERA HIRSUTA (SW.) NEES,IGUAQUE,6.0,2005.0,2688613
72249,PLANTAE,MARCHANTIOPHYTA,MARCHANTIOPSIDA,MARCHANTIALES,DUMORTIERACEAE,DUMORTIERA HIRSUTA (SW.) NEES,IGUAQUE,12.0,2006.0,2688613
72482,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,MICROHYLIDAE,"ELACHISTOCLEIS OVALIS (SCHNEIDER, 1799)",PURACE,4.0,2005.0,2421945
72548,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DITRICHACEAE,"DITRICHUM GRACILE KUNTZE, 1891",SUMAPAZ,7.0,2002.0,5282336
72552,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DITRICHACEAE,"DITRICHUM GRACILE KUNTZE, 1891",SUMAPAZ,7.0,2002.0,5282336
72608,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DITRICHACEAE,DITRICHACEAE,IGUAQUE,12.0,2006.0,8743
72618,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DITRICHACEAE,DITRICHACEAE,IGUAQUE,3.0,1996.0,8743
72642,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,DIPLOSTEPHIUM PHYLICOIDES WEDD.,IGUAQUE,12.0,2006.0,3090681
72661,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,DIPLOSTEPHIUM PHYLICOIDES WEDD.,CHINGAZA,8.0,2004.0,3090681
72870,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,ERICACEAE,DISTERIGMA NIED.,IGUAQUE,12.0,2006.0,7328392
72951,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,DITASSA LONGILOBA BENTH.,TAMA,7.0,2006.0,3580166
72967,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DITRICHACEAE,"DITRICHUM DIFFICILE FLEISCHER, 1904",IGUAQUE,6.0,2005.0,5282321
73116,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,DIOSCOREALES,DIOSCOREACEAE,DIOSCOREA CORIACEA HUMB. & BONPL. EX WILLD.,CHINGAZA,6.0,2004.0,2754450
73383,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,DIPLOSTEPHIUM OCHRACEUM NEES,CHINGAZA,3.0,2005.0,3090668
73409,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,DIPLOSTEPHIUM JARAMILLOI CUATREC.,IGUAQUE,11.0,1995.0,3090619
73427,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,DIPLOSTEPHIUM OCHRACEUM NEES,CHINGAZA,3.0,2005.0,3090668
74082,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,DICRANUM FRIGIDUM MA¼LL.HAL.,IGUAQUE,3.0,1996.0,8979960
74104,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,DICRANUM FRIGIDUM MA¼LL.HAL.,GALERAS,1.0,1995.0,8979960
74232,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,"DIDELPHIS MARSUPIALIS LINNAEUS, 1758",SIERRA NEVADA DE SANTA MARTA,6.0,1995.0,2439920
74302,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,"DIDYMODON AUSTRALASIAE ZANDER, 1978",GUACHAROS,11.0,2005.0,5280245
74319,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"DICRANELLA HILARIANA MITTEN, 1869",IGUAQUE,6.0,2005.0,5282158
74326,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,DIDYMODON ICMADOPHILUS (MA¼LL.HAL.) R.H.ZANDER,GUACHAROS,11.0,2005.0,5711135
74331,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"DICRANELLA DITISSIMA MITTEN, 1869",IGUAQUE,6.0,2005.0,5282089
74338,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,"DIDYMODON AUSTRALASIAE ZANDER, 1978",GUACHAROS,11.0,2005.0,5280245
74350,PLANTAE,BRYOPHYTA,BRYOPSIDA,POTTIALES,POTTIACEAE,DIDYMODON ICMADOPHILUS (MA¼LL.HAL.) R.H.ZANDER,GUACHAROS,11.0,2005.0,5711135
74353,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"DICRANELLA HILARIANA MITTEN, 1869",GUACHAROS,11.0,2005.0,5282158
74359,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"DICRANELLA HILARIANA MITTEN, 1869",IGUAQUE,6.0,2005.0,5282158
74375,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,DICRANACEAE,IGUAQUE,3.0,1996.0,4635
74446,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,DICRANACEAE,IGUAQUE,12.0,2006.0,4635
74801,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.,GUACHAROS,11.0,2005.0,2688771
74818,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.,IGUAQUE,6.0,2005.0,2688771
74820,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.,GUACHAROS,11.0,2005.0,2688771
74837,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.,GUACHAROS,11.0,2005.0,2688771
74852,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,DICRANOLEJEUNEA AXILLARIS (NEES & MONT.) SCHIFFN.,GUACHAROS,11.0,2005.0,2688771
75018,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"DALTONIA GRACILIS MITTEN, 1869",GUACHAROS,11.0,2005.0,5279892
75556,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,THUIDIACEAE,"CYRTO-HYPNUM FRONTINOAE CHURCHILL & LINARES C., 1995",GUACHAROS,11.0,2005.0,2679429
75558,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,"CYCLODICTYON ALBICANS KUNTZE, 1891",GUACHAROS,11.0,2005.0,5279988
75563,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,"CYCLODICTYON ALBICANS KUNTZE, 1891",GUACHAROS,11.0,2005.0,5279988
75594,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,"CYCLODICTYON ALBICANS KUNTZE, 1891",GUACHAROS,11.0,2005.0,5279988
75631,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,"CYCLODICTYON ALBICANS KUNTZE, 1891",GUACHAROS,11.0,2005.0,5279988
75663,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,HOOKERIACEAE,"CYCLODICTYON RUBRISETUM KUNTZE, 1891",GUACHAROS,11.0,2005.0,5279992
75665,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"DALTONIA GRACILIS MITTEN, 1869",GUACHAROS,11.0,2005.0,5279892
75838,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,CYPERUS L.,CHINGAZA,9.0,2004.0,2713455
76081,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,DALEA COERULEA SCHINZ & THELL.,TAMA,7.0,2006.0,5353378
76131,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,CYBIANTHUS MART.,CHINGAZA,3.0,2005.0,3169407
76192,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,CYCLOLEJEUNEA FOLIORUM (NEES) GROLLE,GUACHAROS,11.0,2005.0,8313283
76199,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,CYCLOLEJEUNEA ACCEDENS (GOTTSCHE) A.EVANS,GUACHAROS,11.0,2005.0,7703765
76203,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,CYCLOLEJEUNEA FOLIORUM (NEES) GROLLE,GUACHAROS,11.0,2005.0,8313283
76242,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,CYCLOLEJEUNEA FOLIORUM (NEES) GROLLE,GUACHAROS,11.0,2005.0,8313283
76476,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"DALTONIA TENUIFOLIA MITTEN, 1869",GUACHAROS,11.0,2005.0,5279871
76482,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"DALTONIA BILIMBATA HAMPE, 1863",GUACHAROS,11.0,2005.0,5279904
76487,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"DALTONIA BILIMBATA HAMPE, 1863",GUACHAROS,11.0,2005.0,5279904
76509,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,CYCLOLEJEUNEA PERUVIANA (LEHM. & LINDENB.) A.EVANS,GUACHAROS,11.0,2005.0,7397410
76525,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"DALTONIA BILIMBATA HAMPE, 1863",GUACHAROS,11.0,2005.0,5279904
76571,PLANTAE,BRYOPHYTA,BRYOPSIDA,HOOKERIALES,DALTONIACEAE,"DALTONIA PULVINATA MITTEN, 1869",GUACHAROS,11.0,2005.0,5279903
76808,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,PRIMULACEAE,CYBIANTHUS ITEOIDES (BENTH.) G.AGOSTINI,IGUAQUE,3.0,1997.0,3722754
77075,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,CYATHEALES,CYATHEACEAE,CYATHEA SM.,GUACHAROS,12.0,2005.0,2650273
77076,PLANTAE,TRACHEOPHYTA,POLYPODIOPSIDA,CYATHEALES,CYATHEACEAE,CYATHEA SM.,GUACHAROS,11.0,2005.0,2650273
77740,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,JUNGERMANNIACEAE,CRYPTOCHILA GRANDIFLORA (LINDENB. & GOTTSCHE) GROLLE,IGUAQUE,6.0,2005.0,7566810
77796,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,CRYPHAEACEAE,CRYPHAEA FASCICULOSA MITT.,TAMA,1.0,1999.0,8108448
77812,PLANTAE,BRYOPHYTA,BRYOPSIDA,LEUCODONTALES,CRYPHAEACEAE,CRYPHAEACEAE,IGUAQUE,8.0,1995.0,8764
78496,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,CORTADERIA COLUMBIANA PILG.,CHINGAZA,9.0,2004.0,4153239
78684,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,CONDYLOPODIUM HYALINIFOLIUM S.DA­AZ & G.P.MA©NDEZ,TAMA,12.0,2002.0,3110313
78704,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,CONYZA LESS.,IGUAQUE,12.0,2006.0,7821792
78752,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,COTULA MEXICANA (DC.) CABRERA,CHINGAZA,11.0,2002.0,3112131
79012,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BORAGINALES,EHRETIACEAE,CORDIA L.,COCUY,10.0,2000.0,2900865
79079,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BORAGINALES,EHRETIACEAE,CORDIA L.,COCUY,10.0,2000.0,2900865
79454,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,PIPRIDAE,"CORAPIPO LEUCORRHOA (P.L.SCLATER, 1863)",TAMA,9.0,2003.0,2487777
79495,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,COLURA ULEI JOVET-AST,GUACHAROS,11.0,2005.0,7733374
79725,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,GESNERIACEAE,COLUMNEA STRIGOSA BENTH.,IGUAQUE,3.0,1997.0,5592044
79727,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,GESNERIACEAE,COLUMNEA STRIGOSA BENTH.,TAMA,3.0,1998.0,5592044
79735,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,GESNERIACEAE,COLUMNEA STRIGOSA BENTH.,IGUAQUE,6.0,2005.0,5592044
80112,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,"COLOSTETHUS COPE, 1866",IGUAQUE,3.0,1997.0,2426198
80304,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,"COLOSTETHUS SUBPUNCTATUS (COPE, 1899)",TAMA,3.0,2003.0,2429182
80345,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,DENDROBATIDAE,"COLOSTETHUS SUBPUNCTATUS (COPE, 1899)",TAMA,3.0,2003.0,2429182
80508,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,COLURA CYLINDRICA HERZOG,GUACHAROS,11.0,2005.0,2688817
82506,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CLUSIACEAE,CLUSIA SESSILIS KLOTZSCH EX ENGL.,IGUAQUE,6.0,2005.0,7897691
82552,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CLUSIACEAE,CLUSIA L.,TAMA,3.0,1998.0,3189424
82575,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CLUSIACEAE,CLUSIA L.,IGUAQUE,12.0,2006.0,3189424
82599,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,CLUSIACEAE,CLUSIA L.,IGUAQUE,12.0,2006.0,3189424
82687,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,CHUSQUEA KUNTH,TAMA,3.0,1998.0,2706422
82694,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,CHUSQUEA KUNTH,IGUAQUE,4.0,2004.0,2706422
82709,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,POACEAE,CHUSQUEA TESSELLATA MUNRO,CHINGAZA,4.0,2003.0,4128117
82849,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,CLETHRACEAE,CLETHRA FIMBRIATA KUNTH,IGUAQUE,11.0,1996.0,3718172
82851,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,CLETHRACEAE,CLETHRA FAGIFOLIA KUNTH,IGUAQUE,12.0,2006.0,7330819
82931,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,CLETHRACEAE,CLETHRA L.,IGUAQUE,7.0,2006.0,2888321
83660,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,CHROMOLAENA DC.,TAMA,7.0,2006.0,7824453
83716,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,ASTERACEAE,CHROMOLAENA DC.,IGUAQUE,12.0,2006.0,7824453
83913,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DICRANACEAE,"CHORISODONTIUM MITTENII BROTHERUS, 1924",SUMAPAZ,7.0,2002.0,2675408
83917,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,ONAGRACEAE,FUCHSIA HIRTELLA KUNTH,IGUAQUE,3.0,1997.0,6028895
84235,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,AMARANTHACEAE,CHENOPODIUM QUINOA WILLD.,TAMA,9.0,2008.0,3083935
84348,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,CHIOCOCCA ALBA HITCHC.,IGUAQUE,6.0,2005.0,2907406
84833,ANIMALIA,MOLLUSCA,POLYPLACOPHORA,CHITONIDA,CHITONIDAE,"CHITON TUBERCULATUS LINNAEUS, 1758",TAYRONA,3.0,1998.0,2306174
84927,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,CESTRUM L.,IGUAQUE,12.0,2006.0,2928784
84931,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,CESTRUM L.,IGUAQUE,12.0,2006.0,2928784
84970,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,CESTRUM L.,IGUAQUE,7.0,2006.0,2928784
85114,PLANTAE,BRYOPHYTA,BRYOPSIDA,DICRANALES,DITRICHACEAE,CERATODON STENOCARPUS BRUCH & SCHIMP. EX MA¼LL.HAL.,GALERAS,1.0,1995.0,8232067
85220,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,CENTROPOGON GLAUCOTOMENTOSUS E.WIMM.,IGUAQUE,6.0,2005.0,5412427
85240,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,CENTROPOGON FERRUGINEUS GLEASON,CHINGAZA,3.0,2005.0,5412772
85285,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,CENTROPOGON FERRUGINEUS GLEASON,IGUAQUE,6.0,2007.0,5412772
85288,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,CENTROPOGON GLAUCOTOMENTOSUS E.WIMM.,IGUAQUE,6.0,2005.0,5412427
85397,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ASTERALES,CAMPANULACEAE,CENTROPOGON C.PRESL,IGUAQUE,12.0,2006.0,7815589
85580,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,CESTRUM HUMBOLDTII FRANCEY,IGUAQUE,6.0,2005.0,7300102
85603,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SOLANALES,SOLANACEAE,CESTRUM HUMBOLDTII FRANCEY,IGUAQUE,6.0,2005.0,7300102
85628,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIACEAE,CEPHALOZIACEAE,CHINGAZA,2.0,2014.0,2288
85703,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIACEAE,CEPHALOZIA CRASSIFOLIA (LINDENB. & GOTTSCHE) FULFORD,GUACHAROS,11.0,2005.0,8075680
85766,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,JUNGERMANNIALES,CEPHALOZIACEAE,CEPHALOZIA CRASSIFOLIA (LINDENB. & GOTTSCHE) FULFORD,GUACHAROS,11.0,2005.0,8075680
85815,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,CERATOLEJEUNEA CORNUTA (LINDENB.) STEPH.,GUACHAROS,11.0,2005.0,8963050
85855,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,CERATOLEJEUNEA CORNUTA (LINDENB.) STEPH.,GUACHAROS,11.0,2005.0,8963050
85895,PLANTAE,MARCHANTIOPHYTA,JUNGERMANNIOPSIDA,PORELLALES,LEJEUNEACEAE,CERATOLEJEUNEA CORNUTA (LINDENB.) STEPH.,GUACHAROS,11.0,2005.0,8963050
86014,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,CANIDAE,"CERDOCYON THOUS (LINNAEUS, 1766)",CHINGAZA,3.0,2007.0,2434584
87064,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,CATAGONIACEAE,CATAGONIACEAE,IGUAQUE,12.0,2006.0,4907346
87403,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,CASTRATELLA PILOSELLOIDES NAUDIN,CHINGAZA,1.0,2003.0,3858405
87446,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,CASTRATELLA PILOSELLOIDES NAUDIN,IGUAQUE,4.0,2004.0,3858405
88037,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,"CAROLLIA PERSPICILLATA (LINNAEUS, 1758)",SIERRA NEVADA DE SANTA MARTA,6.0,1995.0,2433176
88106,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,"CAROLLIA PERSPICILLATA (LINNAEUS, 1758)",TAMA,9.0,1995.0,2433176
88812,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",IGUAQUE,6.0,2005.0,2682677
88833,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",IGUAQUE,6.0,2005.0,2682677
88860,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",IGUAQUE,12.0,2006.0,2682677
88903,PLANTAE,BRYOPHYTA,BRYOPSIDA,HYPNALES,HYPNACEAE,"CATAGONIUM BREVICAUDATUM C.MA¼LLER EX BROTHERUS, 1897",TAMA,1.0,1999.0,2682677
88917,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,CAREX JAMESONII BOOTT,IGUAQUE,3.0,1997.0,2724972
88922,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,CAREX BONPLANDII KUNTH,CHINGAZA,1.0,2003.0,2726565
88935,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,CAREX L.,IGUAQUE,12.0,2006.0,2721893
88953,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,CAREX PICHINCHENSIS KUNTH,CHINGAZA,12.0,2002.0,2727422
88987,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,CAREX L.,SUMAPAZ,1.0,2006.0,2721893
89025,PLANTAE,TRACHEOPHYTA,LILIOPSIDA,POALES,CYPERACEAE,CAREX L.,IGUAQUE,12.0,2006.0,2721893
